UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E013,F3E013,XF3E014,F3E014,XF3E015,F3E015,XF3E016,F3E016,XF3E017,F3E017,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02A3,F3E02A3,XF3E02A4,F3E02A4,XF3E02A5,F3E02A5,XF3E02A6,F3E02A6,XF3E02A7,F3E02A7,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E02B3,F3E02B3,XF3E02B4,F3E02B4,XF3E02B5,F3E02B5,XF3E02B6,F3E02B6,XF3E02B7,F3E02B7,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03A3,F3E03A3,XF3E03A4,F3E03A4,XF3E03A5,F3E03A5,XF3E03A6,F3E03A6,XF3E03A7,F3E03A7,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03B3,F3E03B3,XF3E03B4,F3E03B4,XF3E03B5,F3E03B5,XF3E03B6,F3E03B6,XF3E03B7,F3E03B7,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E03C3,F3E03C3,XF3E03C4,F3E03C4,XF3E03C5,F3E03C5,XF3E03C6,F3E03C6,XF3E03C7,F3E03C7,XF3E041,F3E041,XF3E042,F3E042,XF3E043,F3E043,XF3E044,F3E044,XF3E045,F3E045,XF3E046,F3E046,XF3E047,F3E047,XF3E051,F3E051,XF3E057,F3E057,XF3E101,F3E101,XF3E102,F3E102,XF3E103,F3E103,XF3E104,F3E104,XF3E105,F3E105,XF3E106,F3E106,XF3E107,F3E107,XF3E111,F3E111,XF3E112,F3E112,XF3E113,F3E113,XF3E114,F3E114,XF3E115,F3E115,XF3E116,F3E116,XF3E117,F3E117,XF3E061,F3E061,XF3E062,F3E062,XF3E063,F3E063,XF3E064,F3E064,XF3E065,F3E065,XF3E066,F3E066,XF3E067,F3E067,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
134811,"R",58168304,"R",0,"R",11552343,"R",22017926,"R",11043643,"R",0,"R",47124661,"R",58168304,"R",0,"R",32136525,"R",18130784,"R",684230,"R",264784,"R",51216323,"R",39663980,"R",11552343,"R",73009016,"R",59891012,"R",-8098764,"R",5019240,"R",-394621,"R",42500042,"R",0,"R",47124661,"R",8453666,"R",7646833,"R",1389804,"R",1301508,"R",88296,"R",4652863,"R",22143166,"R",22143166,"R",0,"R",50971362,"R",16100499,"R",0,"R",16100499,"R",1389804,"R",0,"R",1301508,"R",0,"R",88296,"R",0,"R",0,"R",0,"R",4547351,"R",0,"R",0,"R",73009016,"R",17142506,"R",9504732,"R",1595546,"R",3630939,"R",1160068,"R",0,"R",1251221,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1990398,"R",1024466,"R",182419,"R",411167,"R",136889,"R",0,"R",235457,"R",17463612,"R",5862843,"R",1145130,"R",2350938,"R",766127,"R",0,"R",7338574,"R",18549829,"R",1042730,"R",1520194,"R",3797964,"R",1286279,"R",0,"R",10902662,"R",4744667,"R",217864,"R",37302,"R",1003990,"R",320191,"R",0,"R",3165320,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",499107,"R",83914,"R",-11194998,"R",925307,"R",0,"R",9686670,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59891012,"R",18151742,"R",4564505,"R",4594861,"R",0,"R",32579904,"R",7486405,"R",612359, 1
134909,"R",4569045,"R",0,"R",3721231,"R",0,"R",1268522,"R",0,"R",3300523,"R",4569045,"R",1125841,"R",3888624,"R",1430147,"R",0,"R",0,"R",6444612,"R",2723381,"R",3721231,"R",8621908,"R",6894495,"R",285588,"R",2013001,"Z",0,"R",4019511,"R",-2731989,"R",3300523,"R",1996456,"R",2243782,"R",235118,"R",235118,"R",0,"R",1184794,"R",5660150,"R",287632,"R",0,"R",8621908,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8621908,"R",1537983,"R",1156447,"R",175826,"R",0,"R",0,"R",0,"R",205710,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",534748,"R",199130,"R",34131,"R",0,"R",0,"R",0,"R",301487,"R",726284,"R",597703,"R",102446,"R",0,"R",0,"R",0,"R",26135,"R",4095480,"R",547237,"R",93797,"R",0,"R",227417,"R",0,"R",3227029,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6894495,"R",2500517,"R",406200,"R",227417,"R",0,"R",3760361,"R",0,"R",0, 1
135124,"R",2005322,"Z",0,"R",341362,"R",77195,"R",1018684,"Z",0,"R",986638,"R",2005322,"Z",0,"Z",0,"R",583507,"Z",0,"R",466409,"R",1049916,"R",708554,"R",341362,"R",8347066,"R",7547356,"R",0,"R",799710,"Z",0,"R",1740052,"R",-1553124,"R",986638,"R",2689866,"R",30723,"Z",0,"Z",0,"Z",0,"R",10435,"R",2731024,"Z",0,"Z",0,"R",5548997,"R",2720589,"R",2689866,"R",30723,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",77480,"Z",0,"A",,"R",0,"R",8347066,"R",1540424,"R",1413065,"R",127359,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",300939,"R",277931,"R",23008,"Z",0,"Z",0,"Z",0,"R",0,"R",537155,"R",492824,"R",44331,"Z",0,"Z",0,"Z",0,"R",0,"R",606198,"R",555539,"R",50659,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",4562640,"R",0,"R",30124,"R",0,"R",190850,"Z",0,"R",4341666,"R",7547356,"R",2739359,"R",275481,"R",190850,"Z",0,"R",4341666,"A",,"A",,-2
135142,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1045051,"R",27531,"R",20268,"R",20268,"Z",0,"R",9177,"R",1102027,"R",0,"R",0,"R",0,"R",1072582,"R",27531,"R",1045051,"R",20268,"R",20268,"R",0,"R",0,"R",0,"R",0,"R",0,"R",163579,"A",,"A",,"R",1211892,"R",2468321,"R",601080,"R",542930,"R",58150,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",169075,"R",140000,"R",29075,"Z",0,"Z",0,"Z",0,"R",0,"R",35000,"R",32500,"R",2500,"Z",0,"Z",0,"Z",0,"R",0,"R",960243,"Z",0,"Z",0,"Z",0,"R",85208,"Z",0,"R",875035,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",140600,"R",60650,"R",0,"R",0,"R",0,"R",0,"R",79950,"R",1905998,"R",776080,"R",89725,"R",85208,"R",0,"R",954985,"A",,"A",,-2
135337,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",459271,"R",52701,"R",38501,"R",38501,"R",0,"R",28536,"R",579009,"R",28536,"R",0,"R",1179638,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",101,"R",192823,"A",,"A",,"R",346733,"R",1719295,"R",915896,"R",812800,"R",7200,"Z",0,"Z",0,"Z",0,"R",95896,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",100652,"R",93804,"R",6848,"Z",0,"Z",0,"Z",0,"R",0,"R",224369,"R",215870,"R",8499,"Z",0,"Z",0,"Z",0,"R",0,"R",313297,"R",293161,"R",20136,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",1554214,"R",1415635,"R",42683,"Z",0,"Z",0,"R",95896,"A",,"A",,-2
135416,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1181959,"R",12000,"R",0,"R",0,"R",0,"R",0,"R",1193959,"R",0,"R",0,"R",4403676,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",304700,"A",,"A",,"R",0,"R",4708376,"R",1877365,"R",1727255,"R",0,"R",150110,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",302942,"R",302942,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1386318,"R",0,"R",0,"R",1060566,"R",175642,"R",0,"R",150110,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-1210676,"R",0,"R",0,"R",1210676,"R",481228,"R",150110,"R",0,"R",0,"R",0,"R",0,"R",331118,"R",4047853,"R",2180307,"R",0,"R",175642,"R",0,"R",1691904,"A",,"A",,-2
135559,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29590,"R",390,"R",0,"Z",0,"R",0,"R",0,"R",29980,"Z",0,"R",0,"R",315858,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39,"R",116171,"A",,"A",,"R",0,"R",432068,"R",119923,"R",118326,"R",1597,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",36604,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",36604,"R",82218,"R",56122,"Z",0,"R",26096,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",184919,"Z",0,"Z",0,"R",101784,"R",19504,"R",2916,"R",60715,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-127880,"R",19504,"R",3059,"R",105317,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",423664,"R",174448,"R",1597,"R",39008,"R",5975,"R",202636,"A",,"A",,-2
135771,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2530391,"R",1625,"R",0,"R",0,"R",0,"R",0,"R",2532016,"R",0,"R",0,"R",5946325,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",501939,"A",,"A",,"R",0,"R",6448264,"R",2201817,"R",1022263,"R",56462,"R",974180,"R",148282,"Z",0,"R",630,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",418609,"R",391648,"R",26961,"Z",0,"Z",0,"Z",0,"R",0,"R",1518848,"R",1393867,"R",124980,"Z",0,"Z",0,"Z",0,"R",1,"R",2174243,"R",1607177,"R",122949,"R",418831,"R",25286,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-1393011,"Z",0,"Z",0,"R",1393011,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",6313517,"R",4414955,"R",331352,"R",173568,"Z",0,"R",1393642,"A",,"A",,-2
135957,"R",10542252,"Z",0,"R",896476,"Z",0,"R",607539,"Z",0,"R",9934713,"R",10542252,"Z",0,"Z",0,"R",693661,"Z",0,"R",4081171,"R",4774832,"R",3878356,"R",896476,"R",8410890,"R",8886228,"R",-1,"R",-475339,"Z",0,"R",10410324,"R",-272,"R",9934713,"R",2626127,"R",78463,"Z",0,"Z",0,"Z",0,"Z",0,"R",2704590,"Z",0,"Z",0,"R",8410890,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",8410890,"R",4689428,"R",1243636,"R",281186,"R",393458,"R",134143,"Z",0,"R",2637005,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1292658,"R",1059556,"R",233102,"Z",0,"Z",0,"Z",0,"R",0,"R",412776,"R",338341,"R",74435,"Z",0,"Z",0,"Z",0,"R",0,"R",2491366,"R",718079,"R",157977,"Z",0,"Z",0,"Z",0,"R",1615310,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-393458,"Z",0,"Z",0,"R",393458,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",8886228,"R",3359612,"R",746700,"R",134143,"Z",0,"R",4645773,"Z",0,"Z",0, 1
136048,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",284273,"R",0,"R",0,"R",0,"R",0,"R",0,"R",284273,"R",0,"R",0,"R",438260,"R",301253,"R",301253,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",168109,"A",,"A",,"R",0,"R",907622,"R",209333,"R",209333,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",62104,"R",62104,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",118761,"R",118761,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",99318,"R",99318,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",489516,"R",489516,"R",0,"Z",0,"Z",0,"R",0,"A",,"A",,-2
136066,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4055771,"R",120689,"R",36540,"R",36540,"Z",0,"Z",0,"R",4213000,"Z",0,"Z",0,"R",9128782,"R",4176460,"Z",0,"R",4176460,"R",36540,"Z",0,"R",36540,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",13341782,"R",3783069,"R",1833225,"R",253551,"R",112838,"R",154731,"Z",0,"R",1428724,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",498804,"R",435912,"R",43591,"Z",0,"Z",0,"Z",0,"R",19301,"R",2558541,"R",580233,"R",278913,"Z",0,"Z",0,"R",373,"R",1699022,"R",1781988,"Z",0,"Z",0,"R",1015539,"R",766449,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-1128377,"Z",0,"Z",0,"R",1128377,"R",3027445,"R",0,"R",20000,"R",0,"R",0,"R",0,"R",3007445,"R",11649847,"R",2849370,"R",596055,"R",921180,"R",373,"R",7282869,"A",,"A",,-2
136109,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",439662,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",439662,"Z",0,"Z",0,"R",1723952,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",370657,"A",,"A",,"R",0,"R",2094609,"R",820416,"R",381632,"R",18014,"Z",0,"Z",0,"Z",0,"R",420770,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",316447,"R",302183,"R",14264,"Z",0,"Z",0,"Z",0,"R",0,"R",123691,"R",118116,"R",5575,"Z",0,"Z",0,"Z",0,"R",0,"R",291739,"R",82029,"R",3872,"Z",0,"R",107445,"Z",0,"R",98393,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-98393,"Z",0,"Z",0,"R",98393,"R",558072,"R",0,"R",0,"R",98393,"R",0,"Z",0,"R",459679,"R",2110365,"R",883960,"R",41725,"R",107445,"Z",0,"R",1077235,"A",,"A",,-2
136288,"R",65812208,"Z",0,"R",749823,"Z",0,"R",1655850,"Z",0,"R",64156358,"R",65812208,"Z",0,"Z",0,"R",711043,"Z",0,"R",2839918,"R",3550961,"R",2801138,"R",749823,"R",10166128,"R",10787375,"R",0,"R",-621247,"Z",0,"R",64777605,"R",0,"R",64156358,"R",2470637,"R",53302,"Z",0,"Z",0,"Z",0,"Z",0,"R",2523939,"Z",0,"Z",0,"R",10166128,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",10166128,"R",5589734,"R",1086216,"R",267323,"R",960869,"R",232886,"Z",0,"R",3042440,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1807049,"R",1481188,"R",325861,"Z",0,"Z",0,"Z",0,"R",0,"R",595993,"R",488519,"R",107474,"Z",0,"Z",0,"Z",0,"R",0,"R",2794598,"R",956669,"R",210467,"Z",0,"Z",0,"Z",0,"R",1627462,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-960869,"Z",0,"Z",0,"R",960869,"R",1,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",1,"R",10787375,"R",4012592,"R",911125,"R",232886,"Z",0,"R",5630772,"Z",0,"Z",0, 1
136783,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",133721,"R",0,"R",0,"R",0,"R",0,"R",0,"R",133721,"R",0,"R",0,"R",322646,"R",133721,"R",0,"R",133721,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25639,"A",,"A",,"R",0,"R",482006,"R",197546,"R",197546,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",73951,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",73951,"R",539455,"Z",0,"Z",0,"Z",0,"R",40000,"R",17086,"R",482369,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",810952,"R",197546,"Z",0,"R",40000,"R",17086,"R",556320,"A",,"A",,-2
137148,"R",9530093,"Z",0,"R",4413975,"Z",0,"R",2121921,"Z",0,"R",7408172,"R",9530093,"R",2100000,"R",3210974,"R",1113387,"Z",0,"R",118094,"R",6542455,"R",2128480,"R",4413975,"R",9896153,"R",8401577,"R",-295472,"R",1199104,"R",1300738,"R",4908330,"R",0,"R",7408172,"R",464551,"R",240766,"R",119607,"R",119607,"Z",0,"R",1446086,"R",2271010,"R",2271010,"Z",0,"R",8930450,"R",705317,"Z",0,"R",705317,"R",119607,"Z",0,"R",119607,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",140779,"Z",0,"R",0,"R",9896153,"R",2898870,"R",2242144,"R",287150,"R",164391,"R",124314,"Z",0,"R",80871,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",195263,"R",98585,"R",18290,"R",11073,"R",8374,"Z",0,"R",58941,"R",3537103,"R",1084096,"R",202475,"R",98619,"R",74577,"Z",0,"R",2077336,"R",1700658,"R",307913,"R",244028,"R",96442,"R",72930,"Z",0,"R",979345,"R",69683,"Z",0,"Z",0,"R",3952,"R",2988,"Z",0,"R",62743,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",58116,"R",19877,"R",-374477,"R",14707,"Z",0,"R",281777,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",8401577,"R",3790854,"R",771820,"R",297890,"Z",0,"R",3541013,"R",149933,"R",145539, 1
137537,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",602470,"R",0,"R",3172,"R",3172,"R",0,"R",13500,"R",619142,"R",13500,"R",0,"R",3067794,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",13500,"R",3081294,"R",812247,"R",593081,"R",71162,"R",0,"R",0,"R",0,"R",148004,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",96944,"R",86558,"R",10386,"R",0,"R",0,"R",0,"R",0,"R",614039,"R",71008,"R",8521,"R",0,"R",0,"R",0,"R",534510,"R",1563157,"R",540497,"R",64860,"R",0,"R",0,"R",7552,"R",950248,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",60782,"R",0,"R",0,"R",0,"R",35719,"R",0,"R",25063,"R",3147169,"R",1291144,"R",154929,"R",35719,"R",7552,"R",1657825,"A",,"A",,-2
137591,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",746803,"R",12344,"Z",0,"Z",0,"Z",0,"Z",0,"R",759147,"Z",0,"Z",0,"R",1711873,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",211480,"A",,"A",,"R",759147,"R",2682500,"R",1082547,"R",685428,"R",39358,"R",26282,"R",19583,"R",31667,"R",280229,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",173905,"R",110110,"R",6323,"R",4222,"R",3146,"R",5087,"R",45017,"R",246366,"R",155990,"R",8957,"R",5981,"R",4457,"R",7207,"R",63774,"R",938182,"R",594021,"R",34110,"R",22777,"R",16972,"R",27444,"R",242858,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-59262,"Z",0,"Z",0,"R",59262,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2441000,"R",1545549,"R",88748,"R",44158,"R",71405,"R",691140,"A",,"A",,-2
