UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E013,F3E013,XF3E014,F3E014,XF3E015,F3E015,XF3E016,F3E016,XF3E017,F3E017,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02A3,F3E02A3,XF3E02A4,F3E02A4,XF3E02A5,F3E02A5,XF3E02A6,F3E02A6,XF3E02A7,F3E02A7,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E02B3,F3E02B3,XF3E02B4,F3E02B4,XF3E02B5,F3E02B5,XF3E02B6,F3E02B6,XF3E02B7,F3E02B7,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03A3,F3E03A3,XF3E03A4,F3E03A4,XF3E03A5,F3E03A5,XF3E03A6,F3E03A6,XF3E03A7,F3E03A7,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03B3,F3E03B3,XF3E03B4,F3E03B4,XF3E03B5,F3E03B5,XF3E03B6,F3E03B6,XF3E03B7,F3E03B7,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E03C3,F3E03C3,XF3E03C4,F3E03C4,XF3E03C5,F3E03C5,XF3E03C6,F3E03C6,XF3E03C7,F3E03C7,XF3E041,F3E041,XF3E042,F3E042,XF3E043,F3E043,XF3E044,F3E044,XF3E045,F3E045,XF3E046,F3E046,XF3E047,F3E047,XF3E051,F3E051,XF3E057,F3E057,XF3E101,F3E101,XF3E102,F3E102,XF3E103,F3E103,XF3E104,F3E104,XF3E105,F3E105,XF3E106,F3E106,XF3E107,F3E107,XF3E111,F3E111,XF3E112,F3E112,XF3E113,F3E113,XF3E114,F3E114,XF3E115,F3E115,XF3E116,F3E116,XF3E117,F3E117,XF3E061,F3E061,XF3E062,F3E062,XF3E063,F3E063,XF3E064,F3E064,XF3E065,F3E065,XF3E066,F3E066,XF3E067,F3E067,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
417381,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",746112,"R",8850,"R",19000,"R",19000,"R",0,"R",2950,"R",776912,"R",0,"R",0,"R",1762183,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",175914,"A",,"A",,"R",259100,"R",2197197,"R",1013318,"R",327841,"R",76862,"R",236288,"R",33794,"R",0,"R",338533,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",51739,"R",41913,"R",9826,"R",0,"R",0,"R",0,"R",0,"R",298992,"R",111748,"R",26199,"R",0,"R",0,"R",0,"R",161045,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-236288,"R",0,"R",0,"R",236288,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1364049,"R",481502,"R",112887,"R",33794,"R",0,"R",735866,"A",,"A",,-2
417406,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",198202,"R",0,"R",0,"R",0,"R",0,"R",0,"R",198202,"R",0,"R",0,"R",544330,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",99992,"A",,"A",,"R",0,"R",644322,"R",199542,"R",148227,"R",2600,"Z",0,"Z",0,"Z",0,"R",48715,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",85742,"R",37337,"R",520,"R",10966,"R",1167,"R",524,"R",35228,"R",192919,"R",84009,"R",1170,"R",24673,"R",2627,"R",1179,"R",79261,"R",150049,"R",65341,"R",910,"R",19191,"R",2044,"R",919,"R",61644,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-54830,"Z",0,"Z",0,"R",54830,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",628252,"R",334914,"R",5200,"R",5838,"R",2622,"R",279678,"A",,"A",,-2
417503,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",649351,"R",0,"R",0,"R",0,"R",0,"R",283500,"R",932851,"R",283500,"R",0,"R",2883784,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",466072,"A",,"A",,"R",0,"R",3349856,"R",1229888,"R",804856,"R",425032,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",673922,"R",539137,"R",134785,"Z",0,"Z",0,"Z",0,"R",0,"R",541644,"R",433315,"R",108329,"Z",0,"Z",0,"Z",0,"R",0,"R",48155,"R",38524,"R",9631,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",2493609,"R",1815832,"R",677777,"Z",0,"Z",0,"R",0,"A",,"A",,-2
417549,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",936732,"R",21900,"Z",0,"Z",0,"Z",0,"Z",0,"R",958632,"Z",0,"Z",0,"R",1682318,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1256,"R",2243,"A",,"A",,"R",966356,"R",2652173,"R",376601,"R",329159,"R",2634,"Z",0,"Z",0,"Z",0,"R",44808,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",152081,"R",129467,"R",1036,"Z",0,"Z",0,"Z",0,"R",21578,"R",158916,"R",64314,"R",515,"Z",0,"Z",0,"Z",0,"R",94087,"R",994394,"R",418370,"R",3347,"Z",0,"Z",0,"Z",0,"R",572677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",145082,"R",1161,"R",-346655,"R",64471,"Z",0,"R",135941,"R",564901,"R",0,"R",0,"R",346655,"R",0,"Z",0,"R",218246,"R",2246893,"R",1086392,"R",8693,"R",64471,"Z",0,"R",1087337,"A",,"A",,-2
417600,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",119760,"R",0,"R",31845,"R",31845,"R",0,"Z",0,"R",151605,"Z",0,"Z",0,"R",496085,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",88978,"A",,"A",,"R",0,"R",585063,"R",528912,"R",307041,"Z",0,"R",205989,"R",11914,"R",3968,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-205989,"Z",0,"Z",0,"R",205989,"R",39662,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",39662,"R",568574,"R",307041,"Z",0,"R",11914,"R",3968,"R",245651,"A",,"A",,-2
417725,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",399128,"R",0,"R",0,"R",0,"R",0,"R",0,"R",399128,"R",0,"R",0,"R",149861,"R",399128,"R",0,"R",399128,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",83146,"A",,"A",,"R",0,"R",632135,"R",141088,"R",130093,"R",10995,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2200,"R",2000,"R",200,"R",0,"R",0,"R",0,"R",0,"R",2200,"R",2000,"R",200,"R",0,"R",0,"R",0,"R",0,"R",298708,"R",2000,"R",200,"R",0,"R",9533,"R",23633,"R",263342,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",444196,"R",136093,"R",11595,"R",9533,"R",23633,"R",263342,"A",,"A",,-2
417789,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",470242,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",470242,"R",0,"R",0,"R",800727,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29860,"A",,"A",,"R",0,"R",830587,"R",312850,"R",304550,"R",8300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19500,"R",19500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19650,"R",18560,"R",1090,"R",0,"R",0,"R",0,"R",0,"R",515,"R",500,"R",15,"R",0,"R",0,"R",0,"R",0,"R",39650,"R",38950,"R",700,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",392165,"R",382060,"R",10105,"R",0,"Z",0,"R",0,"A",,"A",,-2
417804,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",325273,"R",2475,"R",0,"R",0,"R",0,"R",0,"R",327748,"R",0,"R",0,"R",1085472,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"A",,"A",,"R",100000,"R",1185472,"R",497974,"R",497974,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",100000,"R",100000,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",549324,"R",549324,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",1147298,"R",1147298,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,-2
418171,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",82141,"R",5500,"Z",0,"Z",0,"Z",0,"R",0,"R",87641,"R",0,"R",0,"R",506648,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"A",,"A",,"R",8486,"R",515134,"R",100976,"R",79064,"Z",0,"R",21912,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2793,"R",0,"R",0,"R",2793,"Z",0,"Z",0,"R",0,"R",47757,"R",29962,"R",0,"Z",0,"R",17795,"Z",0,"R",0,"R",283543,"R",0,"R",0,"R",283543,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"R",0,"R",-308248,"Z",0,"Z",0,"R",308248,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",435069,"R",109026,"R",0,"R",17795,"Z",0,"R",308248,"A",,"A",,-2
418269,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",183990,"R",25697,"Z",0,"Z",0,"Z",0,"R",4854,"R",214541,"Z",0,"Z",0,"R",607108,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",607108,"R",133025,"R",127850,"R",5175,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",57811,"R",51904,"R",5907,"Z",0,"Z",0,"Z",0,"R",0,"R",58319,"R",52360,"R",5959,"Z",0,"Z",0,"Z",0,"R",0,"R",215148,"R",64750,"R",7369,"R",20105,"Z",0,"Z",0,"R",122924,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-20105,"R",20105,"Z",0,"R",0,"R",201648,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",201648,"R",665951,"R",296864,"R",24410,"R",20105,"Z",0,"R",324572,"A",,"A",,-2
418384,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",141728,"R",0,"R",10545,"R",10545,"R",0,"R",49000,"R",201273,"R",10545,"R",10621,"R",141728,"R",0,"R",0,"R",0,"R",10545,"R",0,"R",10545,"R",0,"R",0,"R",0,"R",0,"R",15621,"A",,"A",,"R",79209,"R",247103,"R",32193,"R",32193,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",19530,"R",19530,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",20800,"R",20800,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",153087,"R",12449,"R",0,"Z",0,"R",21685,"R",2153,"R",116800,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1000,"R",226610,"R",84972,"R",0,"R",21685,"R",2153,"R",117800,"A",,"A",,-2
418658,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1222972,"R",16797,"Z",0,"Z",0,"Z",0,"R",31943,"R",1271712,"R",0,"R",0,"R",5302930,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4740,"Z",0,"A",,"A",,"R",0,"R",5307670,"R",2573247,"R",1462093,"R",242933,"Z",0,"Z",0,"Z",0,"R",868221,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",939698,"R",358625,"R",68748,"Z",0,"Z",0,"Z",0,"R",512325,"R",1546584,"R",195622,"R",25518,"R",344646,"Z",0,"Z",0,"R",980798,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-344646,"R",73658,"Z",0,"R",270988,"R",73658,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",73658,"R",5133187,"R",2016340,"R",337199,"R",73658,"Z",0,"R",2705990,"A",,"A",,-2
418755,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",330198,"R",0,"R",11587,"R",11587,"R",0,"R",0,"R",341785,"R",0,"R",0,"R",330198,"R",0,"R",0,"R",0,"R",11587,"R",0,"R",0,"R",11587,"R",0,"R",0,"R",1152,"R",0,"A",,"A",,"R",7348,"R",350285,"R",74659,"R",74659,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",73414,"R",67798,"R",5616,"R",0,"R",0,"R",0,"R",0,"R",28544,"R",28544,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43240,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43240,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",98262,"R",0,"R",0,"R",0,"R",0,"R",0,"R",98262,"R",318119,"R",171001,"R",5616,"R",0,"R",0,"R",141502,"A",,"A",,-2
418764,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",443117,"Z",0,"R",13494,"R",13494,"Z",0,"Z",0,"R",456611,"Z",0,"Z",0,"R",443117,"Z",0,"Z",0,"Z",0,"R",13494,"Z",0,"R",13494,"Z",0,"Z",0,"Z",0,"Z",0,"R",45756,"A",,"A",,"R",1339,"R",503706,"R",137221,"R",137221,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",169981,"R",107874,"R",12387,"R",16429,"R",31391,"R",1900,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-16429,"Z",0,"Z",0,"R",16429,"R",188433,"R",0,"R",0,"R",0,"R",0,"R",0,"R",188433,"R",495635,"R",245095,"R",12387,"R",31391,"R",1900,"R",204862,"A",,"A",,-2
418773,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7009102,"R",23742,"R",278125,"R",278125,"R",0,"R",0,"R",7310969,"R",0,"R",0,"R",8625012,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",8625012,"R",2790250,"R",2790250,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1990785,"R",1990785,"R",0,"R",0,"R",0,"R",0,"R",0,"R",950000,"R",950000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",885200,"R",885200,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6616235,"R",6616235,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,-2
418782,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1164280,"Z",0,"R",21825,"R",21825,"Z",0,"Z",0,"R",1186105,"Z",0,"Z",0,"R",394557,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8626,"A",,"A",,"R",1186105,"R",1589288,"R",353435,"R",250951,"Z",0,"R",25255,"R",77229,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",39916,"Z",0,"R",39916,"Z",0,"Z",0,"Z",0,"R",0,"R",8009,"Z",0,"R",8009,"Z",0,"Z",0,"Z",0,"R",0,"R",779983,"R",267768,"R",512215,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-25255,"Z",0,"Z",0,"R",25255,"R",22255,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",22255,"R",1203598,"R",518719,"R",560140,"R",77229,"Z",0,"R",47510,"A",,"A",,-2
418870,"R",8807719,"R",0,"R",233775,"R",6204433,"R",1236263,"R",0,"R",7571456,"R",8807719,"R",0,"R",0,"R",359371,"R",30510,"R",60231,"R",450112,"R",216337,"R",233775,"R",3917110,"R",3475959,"R",-292251,"R",148900,"R",0,"R",7422557,"R",-1,"R",7571456,"R",1167319,"R",7926,"R",229827,"R",9336,"R",220491,"R",141443,"R",1546515,"R",0,"R",0,"R",3917110,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",3917110,"R",1329681,"R",890221,"R",100380,"R",0,"R",0,"R",0,"R",339080,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",633888,"R",172725,"R",41739,"R",0,"R",0,"R",0,"R",419424,"R",1304657,"R",161649,"R",26997,"R",371103,"R",0,"R",0,"R",744908,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-371103,"R",209235,"R",0,"R",161868,"R",207733,"R",0,"R",0,"R",0,"R",0,"R",0,"R",207733,"R",3475959,"R",1224595,"R",169116,"R",209235,"R",0,"R",1873013,"R",292251,"R",0, 3
418889,"R",776255,"R",0,"R",239761,"R",536494,"R",145064,"R",0,"R",631191,"R",776255,"R",0,"R",0,"R",823261,"R",0,"R",0,"R",823261,"R",583500,"R",239761,"R",1626342,"R",1566157,"R",0,"R",60185,"R",-6625,"R",564381,"R",13250,"R",631191,"R",230928,"R",0,"R",28526,"R",28526,"Z",0,"R",1900,"R",261354,"R",0,"R",0,"R",936396,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",689946,"R",0,"A",,"R",0,"R",1626342,"R",413844,"R",276698,"R",7144,"R",130002,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",70130,"R",37221,"R",965,"R",31944,"Z",0,"Z",0,"R",0,"R",153833,"R",149986,"R",3847,"Z",0,"Z",0,"Z",0,"R",0,"R",928350,"R",247526,"R",6362,"R",598950,"R",75512,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-760896,"Z",0,"Z",0,"R",760896,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",1566157,"R",711431,"R",18318,"R",75512,"Z",0,"R",760896,"Z",0,"Z",0, 3
